Country,Year,Phase,Fatalities,Cause
United Kingdom,1926,Flight,1,Other
United Kingdom,1926,Takeoff,2,Other
Russia,1926,Takeoff,0,Technical failure
Turkey,1926,Landing,0,Other
Spain,1926,Flight,0,Technical failure
United Kingdom,1926,Flight,0,Other
Russia,1926,,0,Other
United States of America,1926,Flight,1,Weather
United States of America,1926,Flight,2,Human factor
United States of America,1926,Flight,0,Weather
Australia,1927,Flight,0,Other
United States of America,1927,Flight,1,Human factor
United States of America,1927,Flight,1,Human factor
France,1927,Flight,0,Weather
Indonesia,1927,Flight,0,Other
United Kingdom,1927,Takeoff,0,Technical failure
United Kingdom,1927,Flight,0,Technical failure
Kenya,1927,Landing,0,Technical failure
Venezuela,1927,Flight,0,Technical failure
Turkey,1927,Flight,1,Other
Morocco,1927,Flight,1,Technical failure
United Kingdom,1927,Flight,0,Technical failure
Australia,1927,Landing,3,Technical failure
Colombia,1927,Flight,0,Technical failure
Pakistan,1927,Landing,0,Human factor
United States of America,1927,Flight,2,Human factor
Brazil,1927,Landing,0,Other
Sweden,1927,Flight,0,Other
United States of America,1927,Flight,1,Other
United Kingdom,1927,Takeoff,4,Human factor
Denmark,1927,Flight,0,Technical failure
Germany,1927,Flight,0,Other
Australia,1927,Flight,2,Human factor
Australia,1927,Flight,2,Human factor
Germany,1927,Flight,2,Technical failure
United States of America,1927,Flight,1,Weather
United States of America,1927,Takeoff,2,Human factor
Algeria,1927,Takeoff,1,Technical failure
World,1927,Flight,4,Other
World,1927,Flight,2,Other
United Kingdom,1927,Landing,1,Other
Australia,1927,Flight,0,Other
United Kingdom,1927,Takeoff,1,Other
France,1927,Flight,0,Technical failure
Greece,1927,Takeoff,2,Human factor
Estonia,1927,Landing,0,Other
United States of America,1927,Takeoff,4,Technical failure
United States of America,1927,Flight,1,Technical failure
United Kingdom,1927,Landing,1,Other
Germany,1927,Flight,0,Other
United Kingdom,1927,Takeoff,2,Other
Colombia,1927,Landing,2,Other
Germany,1927,Takeoff,1,Other
Canada,1927,Landing,1,Other
United Kingdom,1927,Flight,0,Technical failure
United States of America,1927,Landing,0,Other
United Kingdom,1927,Takeoff,1,Technical failure
Ireland,1927,Takeoff,1,Other
Russia,1927,,0,Other
France,1927,Flight,0,Technical failure
Germany,1927,Flight,0,Other
Canada,1927,Flight,0,Technical failure
Canada,1927,Flight,3,Weather
France,1927,Flight,0,Technical failure
France,1927,Landing,1,Other
United States of America,1927,Landing,0,Technical failure
India,1927,Flight,0,Human factor
Australia,1927,Flight,1,Other
Germany,1927,Flight,5,Technical failure
Ukraine,1927,,0,Other
Germany,1927,Takeoff,0,Technical failure
Canada,1927,Landing,0,Other
France,1927,Landing,3,Human factor
Germany,1927,Flight,0,Other
India,1927,Takeoff,0,Other
Hungary,1927,Takeoff,0,Technical failure
Australia,1927,Landing,0,Other
Australia,1927,Flight,0,Other
Canada,1927,Takeoff,0,Other
Canada,1927,Flight,0,Technical failure
World,1927,Flight,2,Other
World,1927,Flight,3,Other
United Kingdom,1927,Flight,0,Technical failure
Dominican Republic,1927,Takeoff,0,Other
United Kingdom,1927,Landing,0,Other
United Kingdom,1927,Flight,1,Technical failure
Poland,1927,Flight,1,Other
Guyana,1927,Flight,1,Other
World,1927,Flight,3,Other
Norway,1927,Takeoff,0,Other
United States of America,1927,Flight,1,Weather
Denmark,1927,Landing,0,Other
United Kingdom,1927,Flight,0,Human factor
World,1927,Flight,3,Other
World,1927,Flight,2,Other
Austria,1927,Landing,0,Technical failure
Canada,1927,Takeoff,0,Other
United States of America,1927,Flight,7,Technical failure
Denmark,1927,Takeoff,0,Other
Germany,1927,Takeoff,2,Technical failure
Spain,1927,Flight,1,Other
Germany,1927,Flight,7,Technical failure
Germany,1927,Flight,0,Other
United Kingdom,1927,Takeoff,1,Other
Germany,1927,Flight,1,Technical failure
Germany,1927,Flight,0,Weather
Spain,1927,Flight,0,Technical failure
Senegal,1927,Landing,2,Other
United Kingdom,1927,Flight,0,Weather
United Kingdom,1927,Landing,1,Other
Senegal,1927,Landing,0,Other
Canada,1927,Flight,0,Other
World,1927,Flight,0,Technical failure
United States of America,1927,Landing,4,Technical failure
Brazil,1927,Takeoff,3,Other
Kenya,1927,Takeoff,0,Other
Canada,1927,Flight,1,Human factor
United Kingdom,1927,Takeoff,2,Technical failure
United States of America,1927,Flight,0,Weather
Australia,1927,Flight,1,Technical failure
United States of America,1927,Takeoff,4,Other
Canada,1927,Flight,0,Other
France,1927,Takeoff,1,Human factor
United States of America,1927,Flight,0,Other
France,1927,Flight,0,Weather
Portugal,1927,Takeoff,0,Weather
Finland,1927,Flight,6,Other
Sweden,1927,Flight,1,Technical failure
Brazil,1927,Flight,0,Other
Indonesia,1927,Takeoff,1,Other
Germany,1927,Flight,0,Other
United States of America,1927,Flight,1,Weather
Algeria,1927,Landing,0,Technical failure
Western Sahara,1927,Flight,0,Technical failure
United States of America,1927,Flight,0,Other
Italy,1927,Flight,0,Technical failure
United States of America,1927,Flight,4,Other
Canada,1927,Flight,0,Technical failure
United States of America,1927,Flight,0,Weather
South Africa,1927,Flight,0,Other
Spain,1927,Flight,1,Technical failure
France,1927,Takeoff,6,Technical failure
Russia,1927,,0,Other
Spain,1928,Flight,0,Other
Canada,1928,Landing,0,Other
France,1928,Flight,0,Weather
United States of America,1928,Flight,3,Human factor
World,1928,Flight,2,Other
Australia,1928,Takeoff,0,Other
United States of America,1928,Flight,1,Weather
Uruguay,1928,Landing,2,Technical failure
Germany,1928,Flight,1,Human factor
United States of America,1928,Flight,0,Other
Spain,1928,Flight,1,Technical failure
United States of America,1928,Flight,0,Weather
Spain,1928,Flight,2,Weather
United States of America,1928,Flight,0,Other
United Kingdom,1928,Landing,0,Human factor
South Africa,1928,Landing,0,Other
France,1928,Flight,0,Weather
Canada,1928,Flight,0,Technical failure
Germany,1928,Flight,1,Technical failure
United States of America,1928,Flight,1,Technical failure
Sweden,1928,Takeoff,0,Other
United Kingdom,1928,Flight,3,Other
Papua New Guinea,1928,Takeoff,0,Other
United Kingdom,1928,Flight,0,Technical failure
United Kingdom,1928,Flight,2,Weather
Australia,1928,Flight,1,Other
Kenya,1928,Flight,2,Other
South Africa,1928,Takeoff,2,Other
World,1928,Flight,2,Other
Australia,1928,Takeoff,0,Other
Canada,1928,Flight,1,Human factor
United Kingdom,1928,Flight,1,Human factor
Italy,1928,Flight,0,Other
United States of America,1928,Flight,0,Technical failure
Sweden,1928,Flight,0,Other
Tanzania,1928,Landing,0,Other
United Kingdom,1928,Takeoff,0,Other
Spain,1928,Flight,0,Other
Netherlands,1928,Landing,0,Technical failure
Argentina,1928,Flight,2,Other
United States of America,1928,Flight,0,Other
United States of America,1928,Flight,1,Weather
Cuba,1928,Takeoff,2,Other
Bulgaria,1928,Flight,2,Other
Spain,1928,Flight,9,Technical failure
Germany,1928,Flight,0,Other
Papua New Guinea,1928,Landing,0,Other
Indonesia,1928,Flight,2,Technical failure
United Kingdom,1928,Flight,0,Other
United States of America,1928,Flight,3,Technical failure
Sweden,1928,Flight,0,Human factor
Japan,1928,Flight,8,Other
Canada,1928,Landing,0,Weather
United Kingdom,1928,Takeoff,2,Other
United Kingdom,1928,Takeoff,0,Other
United States of America,1928,Flight,0,Other
Brazil,1928,Flight,1,Technical failure
United States of America,1928,Flight,2,Other
Brazil,1928,Flight,0,Other
United Kingdom,1928,Landing,1,Other
United States of America,1928,Takeoff,2,Human factor
United Kingdom,1928,Landing,2,Other
Belgium,1928,Flight,1,Other
Pakistan,1928,Flight,0,Other
Germany,1928,Takeoff,0,Technical failure
Egypt,1928,Flight,0,Technical failure
France,1928,Flight,0,Other
United States of America,1928,Flight,1,Weather
Germany,1928,Takeoff,3,Other
Hungary,1928,Flight,0,Other
Germany,1928,Flight,3,Other
United States of America,1928,Landing,1,Other
Germany,1928,Flight,0,Other
United Kingdom,1928,Flight,1,Other
United States of America,1928,Flight,1,Other
United Kingdom,1928,Landing,0,Other
Ireland,1928,Landing,0,Other
South Africa,1928,Flight,0,Other
Panama,1928,Flight,0,Other
Panama,1928,Flight,0,Other
Czech Republic,1928,Flight,1,Technical failure
Papua New Guinea,1928,Landing,0,Other
Norway,1928,Flight,0,Other
Germany,1928,Takeoff,0,Other
Russia,1928,Flight,0,Other
Belgium,1928,Flight,1,Other
Canada,1928,Landing,1,Other
World,1928,Flight,6,Other
Denmark,1928,Flight,0,Other
United Kingdom,1928,Landing,0,Other
United States of America,1928,Flight,1,Weather
Australia,1928,Flight,0,Human factor
United States of America,1928,Flight,3,Other
Belgium,1928,Flight,0,Other
United States of America,1928,Flight,1,Human factor
Western Sahara,1928,Flight,0,Weather
United Kingdom,1928,Takeoff,2,Other
United States of America,1928,Flight,0,Technical failure
United Kingdom,1928,Flight,0,Other
Japan,1928,Flight,3,Other
Bolivia,1928,Flight,2,Other
Austria,1928,Flight,2,Other
United Kingdom,1928,Flight,1,Other
Switzerland,1928,Flight,0,Other
United Kingdom,1928,Landing,0,Human factor
New Zealand,1928,Flight,0,Other
United States of America,1928,Flight,3,Other
Finland,1928,Flight,6,Other
United States of America,1928,Flight,1,Other
France,1928,Landing,1,Technical failure
United Kingdom,1928,Takeoff,4,Technical failure
Canada,1928,Flight,0,Human factor
Portugal,1928,Takeoff,0,Other
Netherlands,1928,Takeoff,1,Human factor
Belgium,1928,Flight,1,Other
Ireland,1928,Landing,0,Other
Germany,1928,Flight,0,Technical failure
Canada,1928,Flight,1,Technical failure
Iraq,1928,Landing,1,Human factor
World,1928,Flight,0,Technical failure
United Kingdom,1928,Flight,2,Technical failure
Netherlands,1928,Flight,0,Technical failure
France,1928,Flight,4,Technical failure
France,1928,Flight,2,Technical failure
United States of America,1928,Flight,0,Technical failure
United States of America,1928,Flight,0,Other
Canada,1928,Flight,0,Weather
United Kingdom,1928,Flight,2,Human factor
United Kingdom,1928,Flight,1,Human factor
Australia,1928,Flight,0,Other
United Kingdom,1928,Flight,0,Other
United Kingdom,1928,Takeoff,2,Other
Australia,1928,Landing,0,Other
Belgium,1928,Flight,0,Technical failure
Germany,1928,Flight,0,Other
France,1928,Flight,0,Other
United Kingdom,1928,Landing,0,Other
United States of America,1928,Flight,7,Weather
Belgium,1928,Flight,1,Other
Canada,1928,Takeoff,0,Other
Canada,1928,Takeoff,1,Other
United Kingdom,1928,Flight,1,Other
South Africa,1928,Landing,0,Other
United Kingdom,1928,Flight,1,Other
Bahamas,1928,Takeoff,0,Other
France,1928,Takeoff,5,Technical failure
United Kingdom,1928,Flight,1,Human factor
United States of America,1928,Landing,7,Other
Australia,1928,Takeoff,1,Human factor
Belgium,1928,Landing,0,Other
United Kingdom,1928,Landing,0,Other
Germany,1928,Flight,3,Other
United States of America,1928,Takeoff,3,Technical failure
Australia,1928,Landing,0,Other
Germany,1928,Flight,0,Other
Tunisia,1928,Takeoff,0,Other
United States of America,1928,Flight,0,Technical failure
United Kingdom,1928,Flight,0,Technical failure
United Kingdom,1928,Takeoff,1,Human factor
Australia,1928,Flight,0,Other
Canada,1928,Flight,1,Other
France,1928,Flight,0,Other
Morocco,1928,Flight,0,Technical failure
France,1928,Takeoff,0,Other
Germany,1928,Flight,0,Technical failure
United Kingdom,1928,Landing,0,Other
France,1928,Flight,3,Human factor
United States of America,1928,Takeoff,0,Other
Panama,1928,Flight,0,Other
United States of America,1928,Flight,1,Human factor
United Kingdom,1928,Flight,0,Other
Spain,1928,Flight,3,Weather
World,1928,Flight,0,Technical failure
Ukraine,1928,Flight,0,Other
Morocco,1928,Flight,0,Other
United States of America,1928,Landing,0,Other
United Kingdom,1928,Flight,0,Human factor
Australia,1928,Flight,0,Other
Australia,1928,Flight,0,Other
United States of America,1928,Takeoff,2,Other
World,1928,Flight,1,Other
United States of America,1928,Flight,1,Weather
Zambia,1928,Flight,0,Other
United Kingdom,1928,Flight,0,Other
United Kingdom,1928,Takeoff,0,Other
United States of America,1928,Flight,4,Other
Canada,1928,Flight,0,Technical failure
Canada,1928,Takeoff,0,Other
Spain,1928,Flight,0,Technical failure
Spain,1928,Flight,0,Technical failure
Puerto Rico,1928,Takeoff,0,Other
France,1928,Flight,1,Weather
Canada,1928,Landing,1,Other
United States of America,1928,Flight,0,Technical failure
United States of America,1928,Flight,2,Weather
United Kingdom,1928,Flight,1,Human factor
United States of America,1928,Flight,6,Other
Spain,1928,Landing,1,Human factor
United Kingdom,1928,Takeoff,0,Other
United States of America,1928,Flight,0,Weather
United States of America,1928,Landing,5,Human factor
United States of America,1928,Flight,3,Weather
United States of America,1928,Flight,1,Weather
United States of America,1928,Flight,1,Weather
Russia,1928,,0,Other
United Kingdom,1928,Landing,0,Other
Portugal,1928,Flight,2,Human factor
United States of America,1928,Flight,5,Other
United States of America,1928,Takeoff,0,Other
Brazil,1928,Flight,14,Technical failure
Australia,1928,Flight,0,Weather
France,1928,Flight,0,Other
Germany,1928,Flight,3,Technical failure
Spain,1928,Flight,0,Technical failure
United States of America,1928,Flight,0,Weather
United States of America,1928,Flight,0,Technical failure
United States of America,1928,Flight,1,Weather
United States of America,1928,Flight,0,Other
United States of America,1928,Takeoff,4,Other
United States of America,1928,Flight,0,Human factor
Canada,1928,Flight,1,Other
Australia,1928,Takeoff,2,Human factor
United States of America,1928,Takeoff,0,Other
France,1928,Takeoff,0,Other
Algeria,1928,Flight,3,Other
France,1928,Flight,2,Weather
Germany,1928,,0,Other
Ukraine,1928,,0,Other
Costa Rica,1928,Takeoff,0,Weather
Bolivia,1928,Landing,0,Technical failure
United States of America,1929,Flight,1,Other
United States of America,1929,Flight,0,Other
United States of America,1929,Landing,0,Other
Indonesia,1929,Landing,0,Other
France,1929,Landing,5,Other
Canada,1929,Flight,0,Technical failure
United States of America,1929,Takeoff,8,Technical failure
United States of America,1929,Takeoff,0,Technical failure
United States of America,1929,Flight,1,Weather
United Kingdom,1929,Takeoff,1,Other
Australia,1929,Flight,1,Human factor
France,1929,Landing,2,Other
Greece,1929,Flight,2,Weather
United Kingdom,1929,Flight,0,Technical failure
United States of America,1929,Flight,0,Weather
United Kingdom,1929,Landing,3,Other
Morocco,1929,Flight,2,Other
United States of America,1929,Landing,1,Other
